author	comment
@luisfigueroa8114	I appreciate your review. Q: if this is not worth it in your opinion, which route would you recommend?
@financiallyfocused8829	Geez finally a REAL review I thought it would never happen. Thank you 
@ricksongracie618	Is there something you would recommend instead?
@CyberStudies	Good evening Jon! Good video; I agree with you that there were a ton of reviews which had what felt like a layer of bias lol The Security+ discount is something worth mentioning but overall I agree with your points! Keep up the good work!
@LiquidChamploo	I chat GPT’d this course in my current role (Systems Administrator) and leveraged it for a raise. \nI’m currently studying for my CISSP but needed a little bonus on my yearly review lol
@Gem1421	Thanks Jon! I thought the same thing, when the clowns started pushing that certification. No employer is asking for that certification but they push it like it’s the best thing that ever came out. Since your doing this one how about doing simplelearn courses too. There is a YouTuber who says they are the top ten courses and certifications. I told her no employer ever ask or heard of that crap!. Thanks again
@ryan17stehle	I took and completed it only because you get a 30% discount for the Security+. It took me only 1 month and saved me roughly $100. Still needed alot of additional work though to study for the exam.
@ryan17stehle	 @JonGoodCyber  you're right it was the security+
@yejiz_nuts	HOW TO TAKE IT FOR FREE: Check with your library! My library has free access to Coursera, I wouldn't've been able to take the course without it!
@keletsoMatlalaBouy	"Where do you navigate that ""library"" ??"
@shaadd4591	So if you don’t have any type of knowledge about cybersecurity but interested in learning, where would you recommend starting?
@GameronLeave	This course isnt of any value in the job market but it’ll definitely help you test the water before diving into it.
@matchbox3eb	I will preface that i don't think this cert is a replacement for Security +. Sec + is the baseline cert to have. With that said.... While I appreciate your full review and take on this, I would have to disagree that it belongs in the trash. I think it's a fresh take on introducing the same tired material we all drone on. I do like that there are a variety of people offering their stories of getting into the industry as well as some descriptions of what they do in the field. Most trainings I've seen are just shotgun bootcamp style trainings to pass a test. There is a lack of hands on training for people that are just studying theory for certs. I also would say that while Python might not be a requirement, it is definitely a skill to level up from someone that is a monitor of a network. There's a wide variety of skills and focuses and I think the course has done a great job of introducing this material with very short courses so it's not overwhelming.
@enriquecsoto	So what course would you recommend? I have zero knowledge of anything related to cybersecurity but I want to start somewhere & I’m considering Coursera just because it’s something and not nothing and is priced relatively cheap.
@SheepdogTTV	If I already have security+ is this course still worth doing? Attempting to gain all the certs I can because I only hold an associates degree. My other option would be to obtain a BS.
@celestialbeing4767	Do you have a take on the Microsoft version?
@RamenEnjoyer404	I think google course serves it's role perfect. It won't land you a job, but it probably the best intro for a newbie in cybersecurity, and is good prep leading into the first real cert that holds some weight, sec+
@ChevansonThelusma	Yea I already knew most of the things that’s on this cert and I 100% don’t believe that you can’t get a job off this but I have to see for myself when ever my contract ends.
@mfishaa3503	I mean, if you finish in four days you didn’t actually go through the course you just skipped through all the lessons and videos, and then took the tests. How would you know if it’s a good course or not?
@andrewliguori7952	Would you recommend for someone who has not the slightest clue of anything cyber security
@khalidhoqoq	Hi Jon. I really appreciated your video. But as a novice who is trying to understand the mysteries of this incredible new world, I was under the impression that this Google Certificate would at least guide me in a direction. One thing that I would have appreciated is alternatives. If this certificate is not up to par with the industry's current standards, what pathways would you suggest for someone like me to begin learning and growing? I look forward to reading your response.
@khalidhoqoq	 @JonGoodCyber  Thank you, Jon, for your directions. I'll read your book tonight and continue to follow your newsletter as well.
@doma.7859	Hey Jon, I stumbled onto your channel as I’m trying to get validation for this course as I’m currently taking it. I’m about finishing up course 2 and  after watching your video I’m kind of second guessing on finishing off this program. \n\nQ: what is the preferred route to take for learning/studying? \n\nI was thinking of picking up a compTia network and security + at my local bookstore & learning  from there. I’m taking the google course only cause I’m new to the IT field and don’t know too much terms and how everything works but I’m willing to put in the time and effort to learn it. Also google cert helps prepare for the compTia sec+ exam all the more reasons I am taking this course. \n\nMuch mahalos,\n\nDom
